"p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
39198.0,1.1675,-1.7337,0.6763,90.662,30.475,35.353
81122.0,1.1896,0.59885,0.0040886,88.505,60.627,30.488
223180.0,0.36715,0.56775,1.1939,64.481,63.848,9.9882
225130.0,0.00011943,0.0002768,0.00035288,104.64,63.359,7.7606
187410.0,0.00082586,-0.0011682,0.0013261,17.856,50.432,25.176
225140.0,0.000095106,0.000042127,-0.00002876,91.95,15.91,17.269
225140.0,0.00014396,-0.0000037381,-0.000023619,113.1,20.301,16.959
226760.0,0.34398,0.20019,0.1443,69.816,50.72,12.985
225850.0,0.00038898,0.00021813,0.00048734,71.041,24.389,10.922
225150.0,0.00021728,-0.00017213,0.000093719,87.437,23.399,5.9989
410100.0,4.2363,0.30469,-0.04564,14.279,41.9,15.669
225140.0,0.000042258,-0.0000089839,0.000067273,98.892,18.238,9.5916
225130.0,-0.000071939,0.00028042,0.0013543,94.589,68.407,7.4492
237280.0,0.29601,0.20011,0.26848,48.529,65.149,2.2906
225160.0,0.0037579,-0.00099241,0.00056369,94.264,46.434,1.0178
395080.0,2.9494,-0.20388,0.0025337,18.925,44.499,17.615
69421.0,0.51112,-0.19165,0.00073686,102.69,65.195,37.333
225140.0,0.00048476,0.00011807,0.0000011223,100.79,21.75,9.2427
79263.0,0.50549,0.53846,-0.00088089,86.922,65.892,21.185
184760.0,0.000094984,0.00068077,0.000083203,43.125,21.735,35.062
184760.0,0.00059327,0.0019567,-0.000019432,43.025,28.901,38.818
379540.0,0.55821,-0.28208,-0.003064,19.928,19.693,7.5164
225140.0,0.00015328,0.0010878,0.0021173,89.47,41.657,13.532
225140.0,0.00016566,0.00013675,-0.00016474,102.8,39.064,18.747
212340.0,0.60682,0.71876,1.5206,49.55,70.99,17.006
184770.0,0.00011421,-0.00016108,0.000057919,20.186,19.858,25.84
368420.0,0.57895,0.42183,0.0038302,36.297,23.023,5.6925
367770.0,2.9113,0.59248,-0.10051,28.714,41.875,13.256
152010.0,2.2333,-0.41293,0.042097,67.459,50.89,35.41
184750.0,0.41006,-0.22398,-0.008375,41.789,51.168,20.982
225140.0,0.00042602,-0.00019314,0.000077552,106.71,16.536,4.3981
225160.0,0.0029993,0.0042959,0.01108,87.858,57.027,7.3629
184770.0,0.00057646,-0.00070885,0.00077427,26.764,38.454,34.21
225210.0,0.014467,0.014155,0.027438,84.401,54.39,7.3927
402250.0,0.0067666,0.013242,0.000018561,12.901,64.209,12.934
33128.0,0.11877,-0.15455,0.26649,96.298,15.36,24.738
225870.0,-0.0015752,-0.00044793,0.002954,63.325,44.887,8.4223
191590.0,0.57185,-0.36778,0.76458,43.363,67.254,32.927
79881.0,0.55109,0.56828,0.05511,86.844,64.831,22.617
125440.0,0.029235,0.008307,0.0021893,74.75,34.153,22.844
184530.0,0.34881,-0.13607,0.061314,41.005,50.406,37.454
184770.0,0.00024104,-0.000095174,0.000071452,24.476,18.903,35.058
207000.0,0.45835,0.13039,1.5641,45.027,74.114,21.601
184750.0,0.0021245,0.0027103,0.0011411,40.157,34.034,35.794
255360.0,2.8754,1.7647,0.50108,47.814,51.999,9.6286
162100.0,1.7134,-0.63167,-0.054233,63.376,55.23,32.609
225140.0,0.00080948,0.00029111,0.00057182,103.85,58.866,2.39
125600.0,0.0015824,-0.0015734,-0.0000017386,52.681,18.624,35.673
22938.0,0.8385,1.0914,2.114,97.324,19.411,35.589
385420.0,1.7586,-0.76699,-0.060572,20.407,32.168,8.0764
225140.0,0.00012048,0.00068415,0.0006822,86.122,35.96,17.113
184770.0,0.0011701,-0.0015493,0.0017321,30.563,39.871,33.019
125530.0,0.002879,0.0019262,0.000099274,74.939,18.101,35.551
259810.0,0.46625,4.5853,0.95801,37.91,55.566,13.518
369480.0,0.17884,0.11271,-0.0037785,41.572,13.036,9.5777
30645.0,-0.04983,0.014005,0.43308,101.84,11.2,30.089
231810.0,0.9981,0.65467,0.09753,59.796,53.424,14.462
78013.0,2.0476,-2.0582,0.017093,87.37,47.916,29.162
184770.0,0.00001185,0.000022578,0.000000062861,42.655,11.194,22.861
180950.0,0.94486,-0.43729,0.15175,49.818,57.681,35.14
80392.0,0.12397,0.62791,-0.0083556,83.256,65.888,33.92
176460.0,1.2282,-0.17276,0.99762,64.357,74.31,29.825
225120.0,-0.0016892,0.0050666,0.0024473,86.609,45.38,17.309
362010.0,0.58297,0.97821,0.085193,39.723,29.174,9.4349
225850.0,0.00026402,0.00010641,0.0000751,73.526,11.122,14.593
225860.0,0.000067402,-0.000095506,0.00012135,47.417,29.925,10.767
181930.0,0.87068,-0.39461,0.02372,47.239,53.12,30.039
135990.0,2.9263,-1.8181,0.15172,75.76,55.406,27.064
225140.0,0.00035679,0.000011138,-0.00013821,91.043,12.729,16.44
402170.0,0.0049777,0.0013029,0.000067061,17.973,72.259,7.1195
225140.0,0.000072465,-0.000074319,0.000034334,118.2,36.856,1.3109
225140.0,0.00029001,0.00049879,0.00037655,108.55,51.079,8.5173
225140.0,-0.00000082022,0.000015982,0.000053643,83.694,23.539,17.262
181010.0,1.1828,-0.71853,0.1586,52.738,61.788,30.069
179760.0,0.92001,-0.107,-0.00096643,48.823,48.954,24.86
184770.0,0.00013371,0.000011642,0.000007263,30.594,16.427,22.644
402120.0,0.0094923,-0.0059075,-0.00033813,24.082,63.475,10.192
373020.0,1.4177,0.2284,-0.044572,28.212,31.071,15.825
78231.0,0.069749,0.26922,0.0076088,83.225,70.731,34.968
125570.0,0.010765,-0.0044407,0.00061016,67.951,30.236,31.39
253000.0,1.2008,5.6494,0.53524,40.975,55.52,18.633
379270.0,0.32402,-0.11215,0.003628,17.545,13.003,2.9669
402110.0,0.0054235,-0.0036898,-0.00030119,27.701,66.664,12.078
225860.0,0.00012102,-0.000051865,0.00030014,53.769,28.504,10.733
402210.0,0.0078644,0.0062984,-0.000065474,15.041,66.22,1.1538
225130.0,-0.000019674,0.000093466,0.000068253,116.48,70.983,12.448
187450.0,-0.0021826,0.00022635,0.0023883,28.657,71.468,32.069
66472.0,0.15182,-0.024681,-0.0055147,115.25,74.021,26.897
402150.0,0.011808,-0.0020042,-0.00037386,21.105,64.957,2.5591
71601.0,1.4608,-1.047,0.038867,92.756,50.031,29.82
225140.0,0.00011868,-0.000085839,0.000013304,94.274,21.934,3.1614
225850.0,0.00040788,0.000060961,0.00022142,54.537,34.948,17.602
372120.0,0.75238,0.20356,0.026095,31.028,22.098,4.8327
216310.0,0.25887,1.2981,1.6588,45.431,67.881,18.015
357310.0,0.50152,1.4411,-0.00069943,41.695,32.064,11.18
225140.0,0.000010256,0.000024153,-0.0000033359,84.367,16.526,11.964
391860.0,2.9624,-0.17255,-0.021893,20.074,45.189,18.996
225140.0,0.00028334,-0.000069967,-0.00010484,106.49,24.417,15.127
225860.0,0.00017703,-0.00005293,0.00016344,53.381,32.488,13.62
402170.0,0.0054849,0.00030296,-0.0000074636,19.122,72.622,1.1288
377810.0,0.41213,-0.019841,-0.0039188,21.113,11.193,5.4061
191170.0,1.1529,-0.054758,1.6805,60.148,74.286,23.365
225150.0,0.00093638,-0.0010354,0.0010663,89.501,37.778,6.8184
225660.0,0.031562,0.039261,-0.0020972,75.477,45.798,19.069
318740.0,-2.619,4.7634,0.02379,42.744,46.363,7.3574
68457.0,0.5945,-0.39631,0.051263,102.38,60.43,23.882
125570.0,0.0058653,-0.0022452,0.000068257,65.573,25.003,21.256
225140.0,-0.000033697,0.00010534,0.00004957,83.34,28.67,14.905
380360.0,0.52399,-0.34407,-0.025629,19.016,20.301,1.1019
184770.0,0.00022442,0.000059663,0.00011428,35.552,19.579,25.955
225140.0,0.000061193,0.00032148,0.000023382,102.03,40.567,17.128
187400.0,0.0021837,-0.0011425,0.0016142,16.587,51.097,31.701
225150.0,0.0012456,-0.0011114,0.00048742,92.035,37.052,2.8903
184770.0,0.00013172,0.0002038,0.00010854,37.339,19.453,27.05
350780.0,0.20786,1.8911,0.031131,44.585,35.708,1.2428
233310.0,1.0597,0.30179,0.17997,59.765,50.576,14.334
184770.0,0.00028154,-0.00015838,0.000032246,21.712,25.677,37.433
402100.0,0.0062875,-0.0056562,-0.00026651,27.053,64.331,18.78
225170.0,0.0047948,-0.0016934,0.0029772,91.372,47.966,4.3959
225860.0,0.00040064,0.00013946,0.00016059,53.324,41.824,16.845
225130.0,-0.00076849,0.0018866,0.0095993,88.123,58.792,9.2127
184770.0,0.000061039,0.00014984,-0.000039436,42.294,14.128,33.09
28823.0,-0.14812,0.24207,0.87405,102.19,17.171,32.036
373580.0,0.6504,0.090877,-0.0022288,29.4,19.005,6.4673
225140.0,0.0003873,-0.00030495,0.00013044,97.092,28.37,1.1899
184760.0,0.00077823,0.00082123,0.00029516,38.76,27.034,35.874
225140.0,0.00028014,0.00014454,0.00017752,99.783,12.304,12.327
402430.0,0.25475,0.032994,-0.0012195,15.836,51.331,3.1042
225140.0,0.000030993,0.000026728,0.00017793,84.855,29.548,15.935
225140.0,0.00012504,0.00043023,0.00017794,93.924,35.914,17.142
359870.0,0.80396,1.1906,0.039223,39.237,31.408,11.85
402130.0,0.017589,-0.0069309,-0.0010069,21.333,60.895,6.2196
225130.0,0.00004968,0.00023404,0.0010914,100.25,61.598,9.6572
378890.0,0.69464,-0.16905,-0.010835,21.964,21.526,2.6661
225140.0,0.00034742,-0.00012268,-0.00012266,99.437,24.588,1.1698
225140.0,0.00088791,0.00063132,0.00086073,99.304,58.96,5.5386
364510.0,2.2276,0.93793,0.11896,31.023,37.763,9.7814
364920.0,0.3001,0.69964,-0.0048248,41.488,24.885,1.1638
225140.0,0.00032704,0.000025103,-0.000020105,105.04,15.449,9.4456
225140.0,0.000062412,0.000021269,0.00005622,84.834,23.963,18.722
73836.0,0.73894,-0.022222,0.0037804,95.399,63.422,38.882
225140.0,0.00035159,0.000055282,0.000075399,105.91,18.738,18.691
32247.0,-0.21247,-0.12426,0.42036,106.65,16.172,27.813
184770.0,-0.0000034604,0.000065521,0.000064872,44.561,11.275,33.082
184770.0,0.000035984,0.000041244,0.000072347,43.229,11.329,33.512
184750.0,0.00069743,0.002963,0.00082747,43.323,32.206,36.525
225130.0,-0.000042787,0.00013833,0.0000076272,118.88,66.194,18.665
225150.0,0.0004522,-0.00021424,0.000041284,95.157,23.686,5.0001
124310.0,3.8919,-1.6967,0.05957,78.046,53.782,39.158
72962.0,0.82857,-0.10763,-0.024239,96.495,61.943,27.943
362450.0,0.79237,0.949,0.039912,37.611,30.216,8.6044
125560.0,0.00347,0.000028778,0.00016641,65.526,14.299,25.187
187490.0,-0.010487,0.005603,0.0087994,31.045,64.128,29.312
160270.0,0.33329,-0.50914,0.4104,79.294,72.435,32.776
184770.0,0.00015314,-0.000099776,0.000065033,24.787,11.135,33.216
184760.0,0.00052717,0.0013824,0.0013365,44.632,35.45,24.52
368320.0,0.70269,0.47263,-0.00097483,35.046,24.549,9.9874
65272.0,0.78806,-0.75727,0.0059014,100.07,51.438,23.903
225850.0,0.0000077892,-0.00044593,0.00052711,80.726,24.728,4.4529
184770.0,0.000012815,0.000080178,0.000057293,38.856,15.223,25.848
402210.0,0.0014559,0.0055166,-0.00030296,11.162,69.174,15.72
125550.0,0.0038413,0.00032991,0.000053134,68.012,16.974,25.396
36799.0,1.0648,-1.3786,0.90119,91.035,28.597,33.983
225130.0,-0.00032153,-0.00032234,0.0033221,85.484,67.111,9.5194
225140.0,0.00021586,-0.00011878,0.00020207,99.071,25.952,15.905
225140.0,0.000018022,0.00014743,0.000074275,118.09,66.993,6.4559
372020.0,0.42534,0.067895,-0.01722,33.381,13.844,9.977
225140.0,0.00062741,0.0010284,0.0017491,96.202,60.595,5.7061
368770.0,0.81619,0.49506,0.023395,33.891,25.647,18.637
367740.0,0.29797,0.47784,-0.0045529,40.135,20.608,6.848
225140.0,0.0003554,-0.000080922,0.000084656,105.41,41.102,1.2327
223670.0,0.59926,2.2789,1.7253,55.053,65.739,11.045
125240.0,0.044801,0.043954,0.0034485,78.023,37.113,37.561
225140.0,0.00021984,0.000093325,0.000055536,108.86,47.256,4.1221
225140.0,-0.000045698,0.00083105,0.00030411,93.445,40.146,17.517
225140.0,0.00028901,0.000038917,-0.0000095568,93.701,18.94,12.222
184750.0,0.0010469,0.0028724,0.0020418,43.343,35.007,30.632
78513.0,0.67523,0.37728,-0.015791,88.989,64.703,38.856
380300.0,0.16624,-0.14363,0.0085661,13.788,13.262,4.2469
225140.0,0.00030112,0.00040112,0.00025958,100.13,68.117,2.4612
225850.0,0.00017932,-0.00001046,0.00011427,73.219,12.253,9.6783
225920.0,0.002616,-0.0061627,0.0050281,80.682,43.453,1.9784
169880.0,1.4598,-0.5953,0.10217,58.691,55.779,27.327
225850.0,0.0002239,0.00031407,0.0001134,72.814,17.83,18.745
146910.0,2.0286,-1.7177,0.088354,73.583,58.65,29.933
129330.0,3.1766,-2.749,-0.11172,78.255,56.374,39.119
402180.0,0.010394,0.0011357,-0.00039909,19.201,65.683,14.954
225130.0,-0.00093913,0.0060442,0.012387,86.589,50.392,12.354
76562.0,0.36196,0.093476,-0.014442,88.979,72.17,36.781
187460.0,-0.0024516,0.00085969,0.0033157,29.868,70.355,30.754
225850.0,0.000063618,0.000032142,0.00024106,80.644,18.771,7.5986
69073.0,0.9113,-0.5396,-0.00063458,98.549,55.292,31.535
171400.0,1.2558,-0.33521,-0.61427,61.494,64.852,22.87
187360.0,0.0094644,-0.0061553,0.0015807,23.833,54.557,38.869
225130.0,-0.0011652,0.0012261,0.0014325,94.792,46.939,15.848
71193.0,0.7202,-0.19016,-0.0039982,99.018,62.407,25.661
71794.0,0.92775,-0.32488,0.021656,97.334,59.092,29.543
105440.0,5.0187,-1.2685,-0.058909,81.308,50.582,33.082
185710.0,1.0652,-0.39287,0.89135,54.842,71.377,30.235
67659.0,0.50384,-0.30805,-0.018239,104.6,62.004,38.966
359660.0,2.8556,1.0108,-0.02256,31.834,41.254,8.029
402210.0,0.067155,-0.014856,-0.001198,17.521,55.573,3.1479
76361.0,1.5435,-0.28775,0.069705,92.3,55.598,33.604
225140.0,0.00021315,0.00023049,0.00021875,118.02,40.139,17.127
225850.0,0.00027899,0.00015211,0.00011112,56.066,25.725,17.15
262470.0,0.77393,3.7427,1.4587,39.221,56.827,6.4337
184760.0,0.0021689,0.0014735,0.00152,39.107,34.786,31.517
225140.0,0.0013651,0.0009743,0.0011286,98.057,58.625,4.1445
33733.0,0.92785,-0.79361,0.25777,88.203,24.488,37.656
188420.0,1.5352,-1.0343,-0.39712,48.278,63.693,26.129
225140.0,0.00037075,0.00013934,0.00018351,107.9,21.791,5.9041
225140.0,0.000223,0.00000075505,-0.000036883,100.26,21.654,13.714
369730.0,0.388,0.21879,-0.0019192,37.726,17.116,11.247
225120.0,-0.0021113,0.00011789,0.0026264,94.884,58.317,13.285
378160.0,1.0211,-0.21457,0.050668,24.043,26.785,6.8957
369430.0,0.37022,0.26543,0.011755,38.041,17.682,15.311
37378.0,0.43491,-0.77538,0.58934,92.234,25.705,28.199
199270.0,1.2824,1.5615,2.1972,63.597,68.672,18.683
184770.0,0.0000016723,0.0001388,0.00005427,35.977,15.44,25.663
218450.0,0.44282,0.36496,0.69079,46.049,73.348,12.046
366580.0,0.60807,0.63976,-0.044916,37.225,25.432,2.7788
227350.0,0.35919,0.13743,0.097117,70.666,53.451,3.7787
184770.0,0.000097998,0.000011205,-0.0000062682,19.14,11.316,21.381
225520.0,0.093842,0.087061,0.00563,74.856,48.96,19.04
162460.0,0.91121,-0.58893,0.089903,71.999,70.194,38.763
125340.0,0.071091,0.01853,0.00051031,75.734,38.135,32.276
376390.0,0.69834,-0.10795,-0.00096798,25.184,20.204,15.73
225140.0,0.00062099,0.000097064,0.000017664,102.51,22.825,4.4217
225130.0,-0.000036707,0.000013092,0.000047379,115.15,72.919,6.3819
125580.0,0.0022648,-0.00025425,0.000033848,58.023,11.332,22.993
234570.0,1.2248,1.0312,0.22575,56.19,54.441,15.88
225850.0,0.0014597,0.00025649,0.0011883,62.048,42.116,16.247
225850.0,0.0017546,-0.00056245,0.0059033,76.381,37.626,8.8621
233820.0,1.0181,0.30326,0.21482,60.06,50.908,9.9651
343590.0,1.3476,2.556,0.016434,39.913,40.455,2.5009
196580.0,0.52085,-0.1647,1.2181,43.265,72.399,29.085
225140.0,0.00060476,0.000028152,-0.000050691,99.039,22.931,1.1604
225140.0,0.000036213,-0.000063345,0.0001421,84.948,22.799,10.922
359460.0,1.7326,1.2924,0.039027,34.292,36.924,5.9791
125600.0,0.0030643,-0.0027899,-0.00021626,57.607,23.889,30.835
191690.0,1.4019,0.18148,1.8211,64.418,74.41,19.815
402200.0,0.00096439,0.0022908,-0.00023381,11.111,72.668,15.262
318860.0,5.2648,8.6836,0.38523,37.734,47.277,7.3776
175220.0,1.1486,-0.64228,0.16691,58.087,63.927,35.309
81329.0,1.97,-0.39905,0.19241,89.3,54.52,27.67
351090.0,2.7375,1.8792,0.28203,34.656,41.493,15.531
225130.0,-0.0001696,0.000071206,0.00094337,91.557,74.167,6.2812
242550.0,1.3856,2.0474,-0.21221,46.784,60.359,5.2102
32501.0,0.45344,-0.21488,0.39754,88.183,18.088,33.548
402820.0,0.024395,0.12371,0.001138,11.112,52.805,7.3968
367810.0,0.40882,0.45332,0.0019115,38.414,21.781,15.856
225150.0,0.00012437,-0.00014981,0.00021705,86.652,23.601,7.779
184770.0,0.000033639,-0.000032702,0.000040221,22.476,12.804,28.656
225850.0,0.00014749,-0.00028076,0.00021942,72.216,22.719,4.0184
78117.0,1.5234,-0.17423,0.046488,91.328,56.411,24.636
225130.0,-0.00010008,0.00013933,0.0005817,100.97,69.221,9.5549
198200.0,0.70564,-0.11483,1.519,47.136,72.34,26.219
125520.0,0.0055107,0.0025102,-0.00013558,72.932,21.95,35.057
188230.0,0.80935,-0.26579,0.4465,48.447,70.694,34.771
225140.0,0.00031445,-0.000045318,0.000096573,106.19,28.978,10.41
225140.0,0.00023851,-0.00012562,-0.000036604,91.533,23.071,11.855
176120.0,1.1591,-0.14282,0.02986,52.169,48.915,21.212
231850.0,0.82408,0.17869,0.26252,62.848,50.921,6.9947
410750.0,4.3786,-1.3918,0.10811,13.825,39.272,15.052
71269.0,0.47326,-0.00093283,0.006536,100.56,74.069,28.011
225210.0,0.0092098,0.018551,0.0066899,84.215,58.862,2.4254
225190.0,0.00987,0.0075235,0.0032824,88.07,57.388,2.3047
225180.0,0.0083585,0.0013291,0.006532,89.229,52.625,5.5425
140130.0,2.6118,-1.3447,0.17945,73.659,54.636,24.814
225140.0,0.00022201,0.000031686,0.000031923,115.95,15.696,11.164
214550.0,0.85336,1.2053,1.0109,53.298,70.225,13.9
225850.0,0.00028165,-0.000070403,0.00055882,73.153,24.465,8.2251
201340.0,1.0426,-0.06173,2.2462,43.424,66.109,25.414
77793.0,1.3619,-0.026131,0.039099,91.663,58.317,29.032
228220.0,0.47907,0.23191,0.20628,65.703,60.209,2.5606
225140.0,0.00027036,0.0000017257,0.00023593,100.43,31.875,11.087
225140.0,0.0004719,0.00018107,0.00013693,102.93,46.238,1.0531
28105.0,1.323,0.10544,0.68657,91.717,20.365,36.98
377780.0,2.2847,0.064388,-0.021211,25.223,38.011,11.48
225140.0,0.000054848,0.000052903,0.000086276,86.52,27.461,17.156
176140.0,1.2242,-0.61604,0.64711,61.317,68.974,31.866
72031.0,0.78603,-0.20039,0.017517,97.695,61.173,26.224
225180.0,0.0079618,-0.0015637,0.0018344,90.767,49.832,2.0678
225140.0,0.00035488,0.00015495,0.00064519,94.891,36.79,13.063
225140.0,0.00038608,0.00066333,0.0011802,99.667,52.402,10.052
225130.0,-0.0000881,0.00016476,0.00012866,110.9,64.672,14.905
402120.0,0.010716,-0.0054022,-0.00045928,23.539,63.169,8.7151
76250.0,0.33215,0.037919,-0.019494,89.678,74.123,32.493
225850.0,0.0008508,0.00061332,0.00072179,67.818,30.365,15.613
187400.0,0.0019057,-0.00027019,0.0019202,16.98,49.083,29.707
184770.0,0.00082157,-0.000489,0.00081956,35.408,31.305,25.595
224840.0,-0.022835,0.16534,0.054178,78.757,53.285,15.578
181340.0,1.0373,-0.44575,0.32294,54.627,67.815,35.596
125570.0,0.0035168,-0.00024164,0.00023373,63.689,14.96,32.82
125540.0,0.0052514,0.00088411,-0.00026614,69.762,20.746,35.687
225750.0,0.1051,0.043534,0.011254,78.484,54.62,0.69351
125550.0,0.0036594,0.000032499,-0.000069085,68.252,14.901,38.738
225140.0,-0.00031543,0.00066237,0.00036414,97.07,44.398,18.774
225850.0,0.000054586,0.00031379,0.00067324,80.666,25.023,11.044
125550.0,0.012474,-0.0026261,0.000076227,69.375,29.77,24.221
158870.0,0.82776,-1.1464,0.37327,75.525,67.917,32.088
125530.0,0.00099264,0.00049133,0.000059827,79.139,11.509,30.434
184770.0,0.00093984,-0.00032238,0.000703,28.681,34.468,33.19
381880.0,0.6521,-0.52868,-0.0073606,18.278,22.923,6.1944
225850.0,0.00014886,-0.00014764,0.000050802,61.362,18.188,2.5523
360500.0,0.33912,1.0909,-0.021304,42.52,29.378,4.4988
75155.0,1.2948,-0.35412,0.075361,93.408,56.16,22.15
402100.0,0.0029288,-0.0027965,0.00017319,31.209,69.479,16.787
233700.0,1.1975,0.975,0.036066,56.441,54.803,17.495
225140.0,0.00043778,-0.000085204,-0.0001159,101.97,17.924,15.161
342170.0,1.4472,2.855,0.23402,40.182,40.584,8.7074
225850.0,0.00028438,0.000043798,0.00073389,74.476,26.092,10.629
125530.0,0.00216,0.0016428,0.000017678,77.03,15.103,38.824
225160.0,0.0033602,-0.00089784,0.0038987,91.464,47.439,6.9342
225860.0,0.00012085,-0.00016842,0.00010903,50.74,18.572,7.1763
125530.0,0.024121,-0.0056965,0.00016698,71.38,33.919,22.838
225780.0,0.020571,0.0011079,0.029557,74.12,46.514,13.735
225860.0,-0.000017086,-0.00073046,0.0011017,64.769,33.474,7.6498
125270.0,0.026519,0.03965,0.0008197,78.828,35.571,38.733
377750.0,0.79036,-0.15446,0.011225,23.724,22.771,12.333
368750.0,0.76936,0.53609,-0.017608,33.909,25.569,10.74
225140.0,0.00050758,-0.0000042222,-0.00015812,111.53,43.656,5.585
184740.0,0.44905,-0.23605,0.065713,41.691,52.971,37.877
177400.0,1.7501,0.027039,1.3943,71.998,73.107,21.143
225840.0,0.0014998,0.0018032,0.0029363,74.11,34.808,13.077
232730.0,0.90126,0.41985,0.19965,60.938,54.256,5.1941
379350.0,0.59014,-0.27623,-0.0071996,20.642,20.035,9.29
224930.0,-0.0084967,0.12149,0.0078905,79.86,51.968,19.265
402590.0,0.060509,0.07871,-0.0018138,12.854,54.345,9.5034
177280.0,1.1793,-0.74441,0.21646,56.682,63.419,32.199
225100.0,-0.010108,0.0024009,0.020944,85.708,56.029,11.022
187370.0,0.0077388,-0.003404,0.0048323,27.88,48.983,26.401
390710.0,2.2652,-0.81198,0.08663,19.368,36.666,11.924
125290.0,0.070898,0.025585,0.0003049,76.488,38.623,22.942
225140.0,0.000036235,-0.000029614,0.00018508,99.573,18.124,11.225
402130.0,0.0055446,-0.0016638,-0.00022132,25.179,70.094,9.6182
125500.0,0.0047125,0.0054792,0.000084876,76.554,23.123,35.963
377850.0,0.63552,-0.23334,-0.036013,23.166,20.623,1.0994
228750.0,-1.2609,2.3952,1.4883,46.323,60.845,18.858
226940.0,0.30227,0.064684,0.070749,72.374,51.436,4.4104
368530.0,0.11694,0.28185,0.012688,42.903,16.767,15.767
225860.0,0.000050554,-0.0000013661,0.000074686,47.362,32.495,10.936
225140.0,0.000060549,0.00018921,0.000036196,116.38,56.466,9.5687
125490.0,0.024946,0.00041143,0.00042028,72.85,33.579,34.573
225130.0,0.00001991,0.00015549,0.000027877,112.49,70.502,8.0707
125430.0,0.0028079,0.015217,0.00069454,80.727,28.742,34.151
225150.0,0.00093126,-0.00075614,0.00010284,94.877,37.759,2.6285
125590.0,0.0022278,-0.0012256,0.00026153,55.203,15.977,33.869
184770.0,0.00071051,-0.00093206,0.0010297,29.741,36.767,31.6
378650.0,2.8733,0.069234,0.11303,24.593,42.764,10.981
125580.0,0.0058702,-0.002796,-0.0000014429,63.932,25.418,38.847
218920.0,0.056189,1.1321,1.6324,40.054,67.748,17.1
338560.0,4.0746,2.9503,-0.1775,36.319,44.291,18.82
225140.0,0.00042386,0.00013053,-0.000005477,111.21,33.541,4.2128
184680.0,0.80556,-0.69665,0.03528,44.735,54.165,27.467
380810.0,2.8273,-0.026381,-0.063323,23.988,42.787,1.1563
184770.0,0.0010422,-0.00028672,0.00054842,32.123,30.897,29.939
369260.0,1.6634,0.55061,-0.0583,30.174,33.273,8.2699
225140.0,0.00024872,0.00014459,0.00016129,109.32,25.579,15.561
125380.0,0.017124,0.022709,0.00023768,78.405,32.788,23.062
184770.0,0.00031728,0.00044221,0.0001843,38.855,21.009,35.305
402130.0,0.0093624,-0.0043039,-0.00038083,23.316,64.452,3.9352
