"p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
48.817,0.32448,-0.13571,0.061704,41.005,50.406,37.454
51.103,0.0002085,-0.000059042,0.000022466,24.476,18.903,35.058
-142.49,0.41362,0.092583,1.3318,45.027,74.114,21.601
50.731,0.0020007,0.0023894,0.0011223,40.157,34.034,35.794
-456.34,2.7007,1.6044,0.48441,47.814,51.999,9.6286
199.37,1.515,-0.57735,0.0022625,63.376,55.23,32.609
-824.97,0.00047584,0.00046251,0.00018107,103.85,58.866,2.39
190.09,0.69062,1.0693,1.9236,97.324,19.411,35.589
-123.71,1.4955,-0.66165,-0.0064528,20.407,32.168,8.0764
-824.82,-0.000096237,0.00068286,0.00043479,86.122,35.96,17.113
51.25,0.00075798,-0.0011997,0.0014493,30.563,39.871,33.019
254.63,0.0024623,0.0018494,0.00011603,74.939,18.101,35.551
-353.43,0.35485,4.1449,0.99306,37.91,55.566,13.518
-139.21,0.16725,0.10138,-0.00040328,41.572,13.036,9.5777
198.69,-0.036094,0.013182,0.39437,101.84,11.2,30.089
-618.69,0.93695,0.60568,0.090028,59.796,53.424,14.462
193.07,1.9363,-1.8828,0.14846,87.37,47.916,29.162
50.974,0.000056475,0.0000034153,0.000033012,42.655,11.194,22.861
79.667,0.84126,-0.36755,0.1575,49.818,57.681,35.14
203.98,0.11315,0.57753,-0.012489,83.256,65.888,33.92
233.43,1.0998,-0.16835,0.93285,64.357,74.31,29.825
-825.96,-0.00148,0.0044941,0.0021603,86.609,45.38,17.309
-146.17,0.47699,0.90119,0.014346,39.723,29.174,9.4349
-800.92,0.000089696,0.000010838,0.000076368,73.526,11.122,14.593
-800.8,0.0000067246,-0.00013552,0.00013302,47.417,29.925,10.767
67.358,0.78292,-0.34513,0.065965,47.239,53.12,30.039
272.24,2.6677,-1.8197,0.068383,75.76,55.406,27.064
-824.46,0.000031425,-0.000012217,0.00001385,91.043,12.729,16.44
-97.699,0.0046093,0.00099387,0.0000059345,17.973,72.259,7.1195
-824.76,0.000028401,0.00013321,0.000029056,118.2,36.856,1.3109
-824.95,0.000095434,0.00025608,0.00024694,108.55,51.079,8.5173
-824.52,-0.000000085757,0.000028858,0.000038932,83.694,23.539,17.262
84.928,1.0684,-0.65482,0.17947,52.738,61.788,30.069
80.919,0.84747,-0.1122,-0.0012798,48.823,48.954,24.86
51.048,0.00020924,-0.000068764,0.000034086,30.594,16.427,22.644
-97.806,0.0085728,-0.0053449,-0.00057963,24.082,63.475,10.192
-124.13,1.3222,0.19781,-0.038139,28.212,31.071,15.825
202.89,0.071493,0.2373,0.0052295,83.225,70.731,34.968
254.67,0.0095472,-0.0035262,0.0006814,67.951,30.236,31.39
-345.9,1.0752,5.1915,0.48587,40.975,55.52,18.633
-131.93,0.30442,-0.10685,-0.0042484,17.545,13.003,2.9669
-97.772,0.0052186,-0.003166,-0.00050025,27.701,66.664,12.078
-800.81,0.000049243,-0.00012433,0.0001708,53.769,28.504,10.733
-97.78,0.0067177,0.0058154,-0.00021195,15.041,66.22,1.1538
-825.15,-0.000074512,0.000057343,0.000047132,116.48,70.983,12.448
23.671,-0.0019536,0.00016594,0.0022583,28.657,71.468,32.069
204.36,0.14249,-0.025376,0.00092392,115.25,74.021,26.897
-97.828,0.010372,-0.0016858,-0.00093568,21.105,64.957,2.5591
201.12,1.2718,-1.0185,0.010647,92.756,50.031,29.82
-824.49,0.00010263,-0.00011096,0.000026259,94.274,21.934,3.1614
-800.85,0.00026908,-0.000026619,0.00011414,54.537,34.948,17.602
-136.09,0.7358,0.18006,0.025366,31.028,22.098,4.8327
-221.78,0.23848,1.1119,1.4437,45.431,67.881,18.015
-156.41,0.45015,1.275,-0.0028343,41.695,32.064,11.18
-824.45,0.000017552,-0.000039115,0.000029641,84.367,16.526,11.964
-95.145,2.7593,-0.11422,-0.015217,20.074,45.189,18.996
-824.61,0.000061398,0.000054996,0.000025842,106.49,24.417,15.127
-800.82,0.00011186,-0.0001057,0.00021854,53.381,32.488,13.62
-97.722,0.0052125,0.00027387,0.000040729,19.122,72.622,1.1288
-132.18,0.39981,-0.021666,-0.0099874,21.113,11.193,5.4061
36.5,1.0779,-0.050104,1.4697,60.148,74.286,23.365
-824.39,0.0008111,-0.00089171,0.0010711,89.501,37.778,6.8184
-807.28,0.028191,0.035742,0.00077119,75.477,45.798,19.069
-272.17,-2.4224,4.4061,0.15623,42.744,46.363,7.3574
203.62,0.56699,-0.35143,0.026019,102.38,60.43,23.882
254.57,0.0054331,-0.0020873,-0.0000046426,65.573,25.003,21.256
-824.57,0.000011941,0.000072522,0.00019937,83.34,28.67,14.905
-131.17,0.49883,-0.33543,-0.015898,19.016,20.301,1.1019
50.983,0.00021458,-0.00000076418,0.000091676,35.552,19.579,25.955
-824.87,-0.00010214,0.000398,0.0001254,102.03,40.567,17.128
24.194,0.0019212,-0.00098975,0.0016506,16.587,51.097,31.701
-824.38,0.00092912,-0.00090043,0.00036679,92.035,37.052,2.8903
50.967,0.00020531,0.000056094,0.00013329,37.339,19.453,27.05
-169.78,0.13927,1.7545,0.017726,44.585,35.708,1.2428
-617.9,1.0332,0.25995,0.17464,59.765,50.576,14.334
51.167,0.00023316,-0.00013156,0.00003508,21.712,25.677,37.433
-97.748,0.0053285,-0.0046236,-0.00021332,27.053,64.331,18.78
-823.82,0.00492,-0.001381,0.0029163,91.372,47.966,4.3959
-800.85,0.00029613,-0.000024514,0.00021357,53.324,41.824,16.845
-825.26,-0.0010182,0.0020675,0.0092502,88.123,58.792,9.2127
50.975,0.000090959,0.000080765,0.000053621,42.294,14.128,33.09
196.75,-0.15579,0.26033,0.83959,102.19,17.171,32.036
-134.88,0.63196,0.097781,-0.0077055,29.4,19.005,6.4673
-824.54,0.00019165,-0.0001588,0.000036557,97.092,28.37,1.1899
50.882,0.00062455,0.00069721,0.00024567,38.76,27.034,35.874
-824.5,0.000060414,0.0000082207,0.000021174,99.783,12.304,12.327
-99.25,0.22524,0.025094,-0.007984,15.836,51.331,3.1042
-824.6,0.000017701,0.000084802,0.00017194,84.855,29.548,15.935
-824.78,0.000004425,0.00044105,0.00021136,93.924,35.914,17.142
-149.67,0.74906,1.0985,0.043428,39.237,31.408,11.85
-97.911,0.015672,-0.0060642,-0.0018828,21.333,60.895,6.2196
-825.19,-0.00020802,0.00038677,0.00088663,100.25,61.598,9.6572
-132.25,0.64464,-0.17605,-0.0038672,21.964,21.526,2.6661
-824.53,0.00010549,-0.000063734,-0.000007176,99.437,24.588,1.1698
-824.94,0.00066666,0.00068632,0.0009141,99.304,58.96,5.5386
-125.91,1.9986,0.73894,0.038446,31.023,37.763,9.7814
-144.71,0.29836,0.6232,0.017498,41.488,24.885,1.1638
-824.53,0.00004016,0.000016096,0.0000058034,105.04,15.449,9.4456
-824.53,0.0000092837,0.00002491,0.000032435,84.834,23.963,18.722
203.21,0.66236,-0.038094,0.012438,95.399,63.422,38.882
-824.57,0.000039102,0.000021541,0.0000052258,105.91,18.738,18.691
199.21,-0.15412,-0.12357,0.33627,106.65,16.172,27.813
50.98,0.000023,0.000023342,0.000052032,44.561,11.275,33.082
50.984,0.000042627,0.000025264,0.000053253,43.229,11.329,33.512
50.708,0.00072852,0.0024309,0.00080862,43.323,32.206,36.525
-825.13,-0.000028061,0.000092991,0.00001309,118.88,66.194,18.665
-824.51,0.00011571,-0.00012018,0.000064331,95.157,23.686,5.0001
252.59,3.4021,-1.5813,0.071049,78.046,53.782,39.158
204.24,0.83887,-0.095946,-0.033684,96.495,61.943,27.943
-145.45,0.7285,0.83532,0.027433,37.611,30.216,8.6044
254.59,0.0029121,-0.000083459,0.000095173,65.526,14.299,25.187
23.264,-0.0092909,0.0050545,0.0082373,31.045,64.128,29.312
322.4,0.30297,-0.45317,0.41458,79.294,72.435,32.776
51.094,0.00016756,-0.0000077892,0.000024827,24.787,11.135,33.216
50.04,0.00044384,0.00073958,0.0011503,44.632,35.45,24.52
-139.03,0.64361,0.43757,0.017409,35.046,24.549,9.9874
204.7,0.69199,-0.65191,-0.013,100.07,51.438,23.903
-800.85,0.000023439,-0.000271,0.00040932,80.726,24.728,4.4529
50.979,0.00014299,0.000016947,0.000058643,38.856,15.223,25.848
-97.605,0.001266,0.0053612,-0.00022817,11.162,69.174,15.72
254.61,0.0033763,0.00012181,0.00017667,68.012,16.974,25.396
-824.94,-0.00004385,0.00022113,0.000053979,116.77,48.501,17.012
206.59,0.94816,-1.2431,0.80648,91.035,28.597,33.983
-825.61,-0.00043115,-0.00014932,0.0031748,85.484,67.111,9.5194
-824.6,0.000098259,0.000066565,0.00005506,99.071,25.952,15.905
-825.11,-0.000020393,0.00010736,0.000050224,118.09,66.993,6.4559
-136.96,0.42387,0.075024,-0.015692,33.381,13.844,9.977
-824.94,0.00067822,0.00087265,0.0015205,96.202,60.595,5.7061
-136.15,0.70181,0.44186,0.034695,33.891,25.647,18.637
-141.03,0.28276,0.42453,-0.022206,40.135,20.608,6.848
-824.72,0.00038026,0.000075962,0.000051999,105.41,41.102,1.2327
-425.52,0.50239,1.8534,1.4483,55.053,65.739,11.045
255.55,0.041664,0.041724,0.0035791,78.023,37.113,37.561
-824.85,0.00027855,0.00018661,0.00014027,108.86,47.256,4.1221
-824.97,-0.00037724,0.00075485,0.00034263,93.445,40.146,17.517
-824.5,0.000059354,-0.0000047327,0.00002556,93.701,18.94,12.222
50.468,0.0010983,0.0024797,0.0020095,43.343,35.007,30.632
203.03,0.62831,0.3495,0.0020188,88.989,64.703,38.856
-131.23,0.15525,-0.1305,0.00042387,13.788,13.262,4.2469
-825.13,0.00012559,0.00036321,0.00019524,100.13,68.117,2.4612
-800.9,0.000095138,0.000017523,0.00011796,73.219,12.253,9.6783
-798.73,0.0026184,-0.0058969,0.0046763,80.682,43.453,1.9784
159.23,1.2808,-0.50719,0.061417,58.691,55.779,27.327
-800.96,0.00015038,0.00019818,0.00003981,72.814,17.83,18.745
278.53,1.8593,-1.6655,0.10452,73.583,58.65,29.933
262.7,2.7563,-2.3584,0.015861,78.255,56.374,39.119
-97.651,0.0090281,0.0014259,-0.00027333,19.201,65.683,14.954
-825.84,-0.00088943,0.0061802,0.012387,86.589,50.392,12.354
203.09,0.31301,0.086023,-0.001248,88.979,72.17,36.781
23.589,-0.0024091,0.00069301,0.0033379,29.868,70.355,30.754
-800.92,0.0000097571,0.00001108,0.00023573,80.644,18.771,7.5986
203.61,0.85053,-0.50088,-0.0031738,98.549,55.292,31.535
202.82,1.1575,-0.32729,-0.57401,61.494,64.852,22.87
24.61,0.0082761,-0.0054863,0.0012138,23.833,54.557,38.869
-825.32,-0.0012649,0.001696,0.0014459,94.792,46.939,15.848
203.88,0.67851,-0.17121,0.0074351,99.018,62.407,25.661
203.34,0.79687,-0.27423,0.00082275,97.334,59.092,29.543
242.96,4.8061,-1.4861,-0.071226,81.308,50.582,33.082
67.288,0.95185,-0.30858,0.80632,54.842,71.377,30.235
203.56,0.44047,-0.26967,-0.030889,104.6,62.004,38.966
-131.65,2.6193,0.97245,0.0064709,31.834,41.254,8.029
-98.329,0.063331,-0.013794,-0.0021826,17.521,55.573,3.1479
202.29,1.3736,-0.30812,0.06252,92.3,55.598,33.604
-824.84,0.000016179,0.00015559,0.000016521,118.02,40.139,17.127
-800.86,0.00015368,0.000011407,0.000071839,56.066,25.725,17.15
-383.09,0.78744,3.7042,1.544,39.221,56.827,6.4337
50.675,0.0019167,0.00096863,0.001545,39.107,34.786,31.517
-824.83,0.0012361,0.00093479,0.0010424,98.057,58.625,4.1445
202.66,0.77874,-0.64802,0.27888,88.203,24.488,37.656
19.993,1.2797,-0.82541,-0.3228,48.278,63.693,26.129
-824.58,0.000066449,-0.0000053229,0.000034259,107.9,21.791,5.9041
-824.56,0.000052504,0.000016606,0.000044993,100.26,21.654,13.714
-138.2,0.33743,0.21948,0.016299,37.726,17.116,11.247
-825.68,-0.0021057,0.00010655,0.0025603,94.884,58.317,13.285
-129.3,0.97705,-0.2075,0.030357,24.043,26.785,6.8957
-138.44,0.31169,0.24644,0.010362,38.041,17.682,15.311
200.91,0.43801,-0.69236,0.49387,92.234,25.705,28.199
-172.16,1.2186,1.4614,1.8251,63.597,68.672,18.683
51.001,0.00016053,0.0000040721,0.000063133,35.977,15.44,25.663
-250.86,0.42921,0.30175,0.66478,46.049,73.348,12.046
-142.04,0.5398,0.58675,-0.010592,37.225,25.432,2.7788
-751.57,0.351,0.13367,0.093134,70.666,53.451,3.7787
51.127,0.000099605,-0.000014637,-0.000005071,19.14,11.316,21.381
-811.77,0.090521,0.083633,0.0091343,74.856,48.96,19.04
284.12,0.83582,-0.59193,0.079283,71.999,70.194,38.763
255.21,0.06483,0.016228,0.00234,75.734,38.135,32.276
-131.14,0.64117,-0.090107,0.018815,25.184,20.204,15.73
-824.56,0.000088168,-0.000046568,0.0000083795,102.51,22.825,4.4217
-825.14,-0.000052344,0.000035851,0.000058924,115.15,72.919,6.3819
254.58,0.0019576,-0.00018684,0.000080341,58.023,11.332,22.993
-551.36,1.1209,0.97356,0.14994,56.19,54.441,15.88
-801.06,0.0015537,0.00026474,0.0012217,62.048,42.116,16.247
-800.9,0.0017855,-0.00022843,0.0057365,76.381,37.626,8.8621
-620.52,0.95123,0.21868,0.19899,60.06,50.908,9.9651
-180.63,1.302,2.4095,0.043869,39.913,40.455,2.5009
-45.285,0.431,-0.054935,1.018,43.265,72.399,29.085
-824.52,0.00012291,-0.000051137,0.000023054,99.039,22.931,1.1604
-824.48,-0.0000034111,-0.000062629,0.00013387,84.948,22.799,10.922
-144.96,1.5521,1.1341,0.018163,34.292,36.924,5.9791
16.044,1.2557,0.081802,1.5014,64.418,74.41,19.815
-97.612,0.00085699,0.0021197,-0.000090895,11.111,72.668,15.262
-268.45,4.2225,7.7731,-0.036201,37.734,47.277,7.3776
143.6,0.97686,-0.50631,0.20112,58.087,63.927,35.309
204.61,1.7435,-0.28345,0.056516,89.3,54.52,27.67
-96.034,2.4997,1.8049,0.031545,34.656,41.493,15.531
-825.32,-0.000041484,0.00005261,0.00085694,91.557,74.167,6.2812
-443.89,1.3424,1.9705,-0.20863,46.784,60.359,5.2102
201.53,0.43429,-0.20457,0.35962,88.183,18.088,33.548
-98.364,0.020375,0.11731,-0.002248,11.112,52.805,7.3968
-139.62,0.38172,0.41998,0.017775,38.414,21.781,15.856
-824.48,0.000046288,-0.00013401,0.0001231,86.652,23.601,7.779
51.109,0.00013917,-0.000028909,0.000024363,22.476,12.804,28.656
-800.85,0.000085246,-0.00023105,0.00020315,72.216,22.719,4.0184
203.45,1.4343,-0.15365,0.02627,91.328,56.411,24.636
-825.28,-0.00026664,0.00016527,0.00049692,100.97,69.221,9.5549
-59.705,0.62677,-0.13011,1.3021,47.136,72.34,26.219
254.65,0.0048912,0.0022364,-0.000011947,72.932,21.95,35.057
30.834,0.71323,-0.21341,0.42651,48.447,70.694,34.771
-824.65,0.000098093,0.000045636,0.000073245,106.19,28.978,10.41
-824.53,0.000049348,-0.000046216,0.000081813,91.533,23.071,11.855
110.9,1.0263,-0.094283,-0.0034703,52.169,48.915,21.212
-660.19,0.73222,0.12049,0.21637,62.848,50.921,6.9947
-100.51,4.1037,-1.2675,0.044021,13.825,39.272,15.052
203.4,0.43619,-0.008767,0.0016178,100.56,74.069,28.011
-821.76,0.0083682,0.016522,0.0062072,84.215,58.862,2.4254
-822.85,0.0096887,0.007735,0.0030864,88.07,57.388,2.3047
-823.33,0.0086507,0.0013172,0.0067822,89.229,52.625,5.5425
270.67,2.4167,-1.2383,0.055921,73.659,54.636,24.814
-824.57,0.000021201,0.000016028,-0.00000036588,115.95,15.696,11.164
-278.92,0.79724,1.0711,0.91109,53.298,70.225,13.9
-800.9,0.00020795,-0.000035651,0.00052636,73.153,24.465,8.2251
-90.296,0.83761,-0.18155,2.0258,43.424,66.109,25.414
203.28,1.2135,0.068949,0.025872,91.663,58.317,29.032
-695.46,0.45546,0.21758,0.17304,65.703,60.209,2.5606
-824.66,0.00014886,0.000054308,0.00015645,100.43,31.875,11.087
-824.71,0.00078232,0.000047271,0.000092256,102.93,46.238,1.0531
200.79,1.2341,0.10161,0.65343,91.717,20.365,36.98
-113.65,2.1217,0.15306,0.010495,25.223,38.011,11.48
-824.57,0.000061824,0.000065872,0.00011119,86.52,27.461,17.156
179.27,1.0589,-0.55368,0.5936,61.317,68.974,31.866
203.89,0.73961,-0.17133,0.025837,97.695,61.173,26.224
-823.27,0.0080807,-0.0015662,0.0019763,90.767,49.832,2.0678
-824.72,0.00014254,0.00022837,0.00046194,94.891,36.79,13.063
-825.02,-0.000014143,0.00046426,0.0012172,99.667,52.402,10.052
-825.17,-0.00020144,0.00014237,0.00010631,110.9,64.672,14.905
-97.83,0.0098054,-0.0051415,-0.00098079,23.539,63.169,8.7151
203.09,0.29982,0.021513,-0.0049349,89.678,74.123,32.493
-801.05,0.00079363,0.00063307,0.00064302,67.818,30.365,15.613
24.179,0.0018012,-0.00025765,0.0018773,16.98,49.083,29.707
50.854,0.00075965,-0.00059827,0.00052061,35.408,31.305,25.595
-838.24,-0.0072547,0.14547,0.050268,78.757,53.285,15.578
96.525,0.89832,-0.43253,0.31164,54.627,67.815,35.596
254.6,0.0029131,-0.00025234,0.00012065,63.689,14.96,32.82
254.63,0.0047052,0.00071472,-0.000069224,69.762,20.746,35.687
-800.47,0.10254,0.044635,0.0042674,78.484,54.62,0.69351
254.62,0.003173,0.000071915,0.000060515,68.252,14.901,38.738
-825.11,-0.00066126,0.0010271,0.00017547,97.07,44.398,18.774
-801.0,0.000064415,0.00040731,0.000713,80.666,25.023,11.044
254.62,0.011768,-0.0022904,0.0002166,69.375,29.77,24.221
323.57,0.80039,-1.0178,0.41378,75.525,67.917,32.088
254.62,0.00083093,0.00041915,0.000095079,79.139,11.509,30.434
51.167,0.00066028,-0.00050363,0.00062436,28.681,34.468,33.19
-129.91,0.59547,-0.48307,-0.010772,18.278,22.923,6.1944
-151.19,0.30626,1.0103,-0.023544,42.52,29.378,4.4988
203.37,1.1432,-0.27745,-0.012848,93.408,56.16,22.15
-97.761,0.0026199,-0.0023579,-0.000013573,31.209,69.479,16.787
-552.07,1.0897,0.94178,0.079,56.441,54.803,17.495
-824.54,0.000051223,0.0000030548,0.000019243,101.97,17.924,15.161
-186.73,1.1944,2.4491,0.11576,40.182,40.584,8.7074
-800.97,0.00025392,0.00022276,0.00070356,74.476,26.092,10.629
254.63,0.0017341,0.0015031,-0.000012379,77.03,15.103,38.824
-824.22,0.0031681,-0.0005232,0.0035891,91.464,47.439,6.9342
-800.83,0.00002208,-0.00006837,0.000048302,50.74,18.572,7.1763
254.59,0.021436,-0.0044993,0.00062848,71.38,33.919,22.838
-803.27,0.019623,0.00050669,0.030692,74.12,46.514,13.735
-800.72,-0.000044029,-0.00064775,0.000966,64.769,33.474,7.6498
255.35,0.024029,0.037252,0.00039865,78.828,35.571,38.733
-131.3,0.71502,-0.14126,0.0052557,23.724,22.771,12.333
-137.15,0.71815,0.49677,0.0036232,33.909,25.569,10.74
-824.83,0.00016226,0.00015657,0.00010179,111.53,43.656,5.585
46.92,0.39509,-0.232,0.056144,41.691,52.971,37.877
289.64,1.5776,0.084264,1.1217,71.998,73.107,21.143
-801.34,0.0016102,0.0020403,0.0028287,74.11,34.808,13.077
-630.77,0.90391,0.36596,0.17129,60.938,54.256,5.1941
-131.05,0.55787,-0.26669,0.0018217,20.642,20.035,9.29
-835.1,-0.006393,0.12251,0.0074425,79.86,51.968,19.265
-97.772,0.053572,0.070473,-0.005635,12.854,54.345,9.5034
126.9,0.95581,-0.65333,0.21868,56.682,63.419,32.199
-826.7,-0.010021,0.0031251,0.020926,85.708,56.029,11.022
24.428,0.0062404,-0.0026174,0.0049611,27.88,48.983,26.401
-113.74,2.1914,-0.7246,0.055828,19.368,36.666,11.924
254.55,0.066845,0.028316,0.0020452,76.488,38.623,22.942
-824.52,0.000037086,0.00000072169,0.000021582,99.573,18.124,11.225
-97.739,0.0049925,-0.0013128,-0.00031795,25.179,70.094,9.6182
254.69,0.0038039,0.0047987,-0.000072361,76.554,23.123,35.963
-132.4,0.59927,-0.20217,-0.027336,23.166,20.623,1.0994
-313.44,-1.1195,2.1423,1.3647,46.323,60.845,18.858
-766.51,0.28858,0.069,0.058623,72.374,51.436,4.4104
-139.76,0.10568,0.24776,0.010627,42.903,16.767,15.767
-800.79,0.00000045071,-0.00011975,0.00014397,47.362,32.495,10.936
-825.02,-0.000015773,0.00020627,0.000065493,116.38,56.466,9.5687
254.9,0.022787,0.0014338,0.0012079,72.85,33.579,34.573
-825.15,-0.000084883,0.000072674,0.000087107,112.49,70.502,8.0707
254.79,0.0023467,0.014365,0.00038897,80.727,28.742,34.151
-824.45,0.00084916,-0.00060695,0.0003843,94.877,37.759,2.6285
-800.89,0.0000090202,-0.000023113,0.000025737,80.76,12.667,1.2397
254.58,0.0018017,-0.0011527,0.0001525,55.203,15.977,33.869
51.247,0.00053421,-0.00087082,0.00089433,29.741,36.767,31.6
-103.35,2.555,0.073272,0.058496,24.593,42.764,10.981
254.62,0.0048969,-0.0024409,0.000028838,63.932,25.418,38.847
-222.67,0.15409,1.0297,1.469,40.054,67.748,17.1
81.833,3.7589,2.6554,-0.22245,36.319,44.291,18.82
-824.71,0.000096084,0.000067997,0.000039392,111.21,33.541,4.2128
46.718,0.69549,-0.57068,0.070799,44.735,54.165,27.467
-123.91,2.6237,-0.014505,-0.072267,23.988,42.787,1.1563
51.023,0.00071552,-0.00029182,0.00049903,32.123,30.897,29.939
-132.03,1.5531,0.55347,-0.068515,30.174,33.273,8.2699
-824.63,0.000047856,0.000068434,0.000029267,109.32,25.579,15.561
254.59,0.016411,0.020763,-0.00049829,78.405,32.788,23.062
50.951,0.00025726,0.00028084,0.00012815,38.855,21.009,35.305
-97.849,0.0083972,-0.0042913,-0.00074586,23.316,64.452,3.9352
-824.63,0.00016919,-0.0000023483,0.00013971,101.9,29.743,7.6523
-824.55,0.000018304,-0.00000082993,0.0000063768,116.5,12.872,7.5151
-825.11,-0.000089664,0.00016608,0.0000694,114.82,61.367,16.049
