-83.265,1.9021,0.0,0.0,10.5,43.0,0.0
227.36,1.643,-1.5056,5.3353,95.0,30.0,39.5
-33.163,5.1177,0.0,0.0,10.5,41.8,19.9
-92.945,4.8166,0.0,0.0,10.5,37.0,5.3067
-71.371,4.3257,0.0,0.0,10.5,37.0,10.613
-75.359,4.3551,0.0,0.0,10.5,37.0,15.92
3.6244,4.4732,0.0,0.0,10.5,39.4,0.0
-66.107,4.792,0.0,0.0,10.5,43.0,2.6533
-62.321,4.3537,0.0,0.0,10.5,43.0,7.96
-43.676,4.422,0.0,0.0,10.5,43.0,13.267
-67.828,4.2224,0.0,0.0,10.5,43.0,18.573
136.52,-0.29444,2.6168,4.2911,100.0,20.0,39.5
81.25,-3.5622,-0.23296,9.3665,105.0,21.25,39.5
137.05,-2.4084,0.35375,4.6586,105.0,26.25,39.5
178.57,0.35767,-3.0304,5.109,97.5,30.0,39.5
134.21,-0.61953,-2.6107,5.048,102.5,30.0,39.5
114.23,2.3801,-0.064957,5.47,95.0,23.75,39.5
126.86,2.944,-1.3105,7.3585,95.0,28.75,39.5
-8.7574,10.0,0.0,0.0,10.5,38.221,11.22
-1.7536,10.0,0.0,0.0,10.5,41.883,12.713
-11.426,10.0,0.0,0.0,10.5,38.205,16.615
41.164,10.0,0.0,0.0,10.5,39.277,3.9993
27.092,10.0,0.0,0.0,10.5,40.412,5.9407
31.294,10.0,0.0,0.0,10.5,40.471,8.5641
51.735,10.0,0.0,0.0,10.5,40.548,11.175
27.399,10.0,0.0,0.0,10.5,40.77,14.677
21.956,10.0,0.0,0.0,10.5,40.755,13.45
10.484,10.0,0.0,0.0,10.5,38.184,9.9148
-17.167,10.0,0.0,0.0,10.5,38.04,18.035
2.8262,10.0,0.0,0.0,10.5,41.88,13.997
25.454,10.0,0.0,0.0,10.5,39.415,17.771
-3.7979,10.0,0.0,0.0,10.5,38.842,0.91406
-60.593,10.0,0.0,0.0,10.5,37.851,0.84635
20.487,10.0,0.0,0.0,10.5,41.13,4.0225
15.875,10.0,0.0,0.0,10.5,41.152,5.3004
0.0,-3.5084,-0.73758,11.356,103.92,24.38,39.5
0.0,3.2931,0.27242,14.107,95.985,26.872,39.5
0.0,-3.3956,1.8321,14.437,103.96,21.887,39.5
0.0,-0.51235,-0.13526,9.1937,102.81,26.302,39.5
0.0,-0.19853,-0.4452,6.858,100.67,25.032,39.5
0.0,0.30265,0.029907,7.121,98.576,25.06,39.5
0.0,-0.90177,-0.77296,9.1631,100.66,27.425,39.5
0.0,0.51768,0.33831,8.9308,97.213,23.686,39.5
0.0,-0.1896,-0.27455,8.8772,102.86,23.743,39.5
0.0,0.4375,1.4162,8.3186,98.858,21.971,39.5
0.0,-0.55802,-3.6082,12.417,100.65,28.717,39.5
0.0,-1.7678,-0.617,8.5835,102.83,25.016,39.5
0.0,-1.7561,-4.7514,14.724,103.14,28.96,39.5
0.0,-0.23828,-0.46559,10.116,99.762,27.915,39.5
0.0,3.4176,3.6642,15.903,95.915,20.915,39.5
0.0,0.38894,0.0059233,7.3803,100.61,22.782,39.5
0.0,0.0066518,0.96909,8.808,102.13,21.93,39.5
-12.48,-1.9269,10.5,0.63334,42.185,47.26,11.46
-178.85,-0.00047997,0.0012381,0.0046918,92.341,56.887,9.9473
-178.72,-0.00022653,0.00041637,0.00070904,102.18,58.464,9.9512
-178.58,0.00016484,0.00033392,0.00055536,103.22,48.554,9.9556
-178.45,0.00030067,0.000055216,0.00047571,98.905,38.738,9.9441
-169.22,0.000094289,-0.00020155,0.0004545,59.788,31.202,9.9501
-58.072,0.87849,0.34679,0.03087,32.178,26.301,9.95
-178.4,0.000099425,-0.000068436,0.00013954,96.015,29.196,9.9508
-178.45,0.000091722,0.0000037881,0.000042558,103.84,23.025,9.955
134.52,0.00025982,-0.00013107,0.00013282,28.075,23.614,30.05
134.42,0.00011174,-0.00010408,0.000034853,19.498,19.512,29.612
210.4,0.052248,-0.016998,0.0011401,72.906,38.613,30.995
-178.35,0.00058819,-0.00063009,0.0013025,90.567,39.181,8.4732
-56.333,0.3619,0.29083,0.0085797,37.049,19.066,8.9391
-70.197,1.4905,-1.0321,0.095029,17.294,32.809,12.628
-17.288,1.6514,2.7784,0.75296,44.35,56.045,12.103
-178.78,0.00023329,0.0014993,0.003573,89.75,63.239,7.3165
134.85,0.00055041,0.00028933,0.00042369,37.493,27.623,31.606
-178.49,0.000048698,0.000045656,0.000024372,112.7,27.056,8.2893
-180.92,0.040292,0.2187,0.11766,76.106,53.866,13.465
66.169,0.21305,0.36427,1.549,41.183,71.017,20.625
-50.42,0.74123,0.97195,0.061058,38.159,30.955,7.6962
11.682,0.47083,2.3276,1.3818,43.266,62.027,14.153
-178.39,0.00011266,-0.00001765,0.00043153,89.687,32.681,12.309
-178.44,0.000041067,-0.000028671,0.000019343,98.925,17.635,12.274
-178.53,0.000028199,0.00025027,0.00026542,104.17,42.476,13.045
-36.579,1.5409,2.593,0.009017,38.522,40.427,12.506
187.97,0.54302,-0.0072964,0.0020521,97.293,68.031,27.206
210.2,0.020381,0.0078168,0.0012366,74.642,32.556,27.364
-53.859,0.44973,0.59096,0.0074455,38.686,24.8,12.69
134.52,0.00021067,-0.000050492,0.000038552,25.689,17.275,32.735
-178.61,0.00024138,0.000353,0.00036441,105.51,53.804,6.6065
197.16,-0.064896,-0.49438,0.61222,103.6,23.822,26.983
-178.45,0.00023627,0.000072711,0.00013909,105.14,38.602,6.9247
-178.36,0.0045185,0.0043058,0.0058142,89.33,58.005,5.4794
-169.23,0.000065627,-0.00022705,0.00029091,63.118,26.159,6.8045
-169.33,0.00029583,0.00043228,0.00054647,74.845,24.77,12.872
-178.45,0.00010558,0.000080817,0.00017376,100.71,32.986,13.1
-169.27,0.00029112,0.000054965,0.00034841,63.418,26.9,13.345
210.18,0.0083854,0.005874,0.00033773,75.075,26.936,33.159
-40.234,1.2721,1.9,0.053491,38.55,37.463,6.5953
186.84,0.51091,0.024212,-0.0028894,94.87,68.619,33.613
210.21,0.0064915,-0.0061865,0.00014596,64.165,31.357,33.371
-178.38,0.00037473,-0.00034995,0.0003615,94.98,34.715,6.5426
210.13,0.0024676,-0.001006,0.000043753,59.374,16.722,33.263
210.16,0.0071462,0.0036681,0.000057781,74.098,25.535,26.736
-178.59,0.00077713,0.00062873,0.00097205,99.849,55.469,5.6937
-169.26,0.00010546,-0.00011776,0.00017899,66.919,20.786,6.5847
-178.53,0.00008474,0.00043731,0.0010629,94.59,41.829,12.792
-178.37,0.000065066,-0.0000037371,0.000089719,91.864,25.573,13.413
184.25,0.42577,0.25917,-0.003688,88.414,67.903,33.538
-60.419,0.010276,-0.0036012,-0.0008137,22.502,63.796,6.3095
197.7,0.40692,0.45227,0.91535,96.902,17.505,33.652
-169.23,0.00013042,-0.000090385,0.00024695,54.661,32.773,13.49
210.29,0.020437,0.0011823,0.00091885,72.462,32.775,33.614
